#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: alpha in the simple power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the simple power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the simple power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Simple power-law (PL) equation: f = norm*(E/enorm)^{alpha}
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB170906B   |    770958    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB170906A   |    770957    | -9.687000e-01 | -1.030550e+00 | -9.063640e-01 | 9.352570e-02 | 9.031180e-02 | 9.673350e-02 | 53.16 | 57 | 0.9327 | 6.197866e-01 | 50.0000 | 1 | 29.820000 | 30.820000 |  
GRB170903A   |    770528    | -1.849790e+00 | -2.056940e+00 | -1.648130e+00 | 2.782080e-02 | 2.426230e-02 | 3.131980e-02 | 67.43 | 57 | 1.183 | 1.625325e-01 | 50.0000 | 1 | 0.580000 | 1.580000 |  
GRB170827A   |    769567    | -1.490400e+00 | -2.313840e+00 | -6.871710e-01 | 3.418670e-03 | 2.097050e-03 | 4.639660e-03 | 58.14 | 57 | 1.020 | 4.330779e-01 | 50.0000 | 1 | 67.128000 | 68.128000 |  
GRB170823A   |    769177    | -1.549190e+00 | -1.662360e+00 | -1.437300e+00 | 2.890490e-02 | 2.698370e-02 | 3.081650e-02 | 41.01 | 57 | 0.7194 | 9.454974e-01 | 50.0000 | 1 | 21.396000 | 22.396000 |  
GRB170822A   |    768939    | -1.707310e+00 | -1.962010e+00 | -1.463370e+00 | 3.173880e-02 | 2.652430e-02 | 3.687380e-02 | 47.59 | 57 | 0.8350 | 8.081899e-01 | 50.0000 | 1 | 7.876000 | 8.876000 |  
GRB170813A   |    767563    | -1.103040e+00 | -1.505760e+00 | -6.712260e-01 | 6.889710e-03 | 5.329920e-03 | 8.444960e-03 | 48.77 | 57 | 0.8557 | 7.726664e-01 | 50.0000 | 1 | 2.788000 | 3.788000 |  
GRB170810A   |    767284    | -6.439580e-01 | -8.862220e-01 | -3.768810e-01 | 1.047900e-02 | 8.927410e-03 | 1.196900e-02 | 87.30 | 57 | 1.532 | 6.040391e-03 | 50.0000 | 1 | 0.152000 | 1.152000 |  
GRB170807A   |    766821    | -1.495640e+00 | -1.684910e+00 | -1.308940e+00 | 1.168320e-02 | 1.034780e-02 | 1.300560e-02 | 61.02 | 57 | 1.070 | 3.336298e-01 | 50.0000 | 1 | 0.700000 | 1.700000 |  
GRB170804A   |    766194    | -2.070130e+00 | -2.495130e+00 | -1.694080e+00 | 5.773100e-03 | 4.093010e-03 | 7.384470e-03 | 77.15 | 57 | 1.353 | 3.901242e-02 | 50.0000 | 1 | 25.100000 | 26.100000 |  
GRB170803A   |    766081    | -1.102460e+00 | -1.165990e+00 | -1.038650e+00 | 5.624190e-02 | 5.412200e-02 | 5.836100e-02 | 68.27 | 57 | 1.198 | 1.458889e-01 | 50.0000 | 1 | -0.116000 | 0.884000 |  
GRB170728B   |    765130    | -1.169500e+00 | -1.402980e+00 | -9.283710e-01 | 6.663060e-02 | 5.610080e-02 | 7.708830e-02 | 66.19 | 57 | 1.161 | 1.895037e-01 | 50.0000 | 1 | -0.092000 | 0.908000 |  
GRB170728A   |    765008    | -1.958920e+00 | -2.248270e+00 | -1.694040e+00 | 7.256600e-03 | 5.745670e-03 | 8.733190e-03 | 76.49 | 57 | 1.342 | 4.342697e-02 | 50.0000 | 1 | 0.200000 | 1.200000 |  
GRB170724A   |    764204    | -2.431340e+00 | -3.617470e+00 | -1.592280e+00 | 2.441860e-03 | 7.827500e-04 | 4.182370e-03 | 60.65 | 57 | 1.064 | 3.457547e-01 | 50.0000 | 1 | 35.916000 | 36.916000 |  
GRB170714A   |    762535    | -1.966550e+00 | -3.432740e+00 | -5.047550e-01 | 2.280190e-03 | 0.000000e+00 | 3.789460e-03 | 55.77 | 57 | 0.9785 | 5.211329e-01 | 50.0000 | 1 | 0.220000 | 1.220000 |  
GRB170711A   |    761622    | -1.603850e+00 | -1.685060e+00 | -1.523370e+00 | 3.694650e-02 | 3.520460e-02 | 3.868270e-02 | 47.94 | 57 | 0.8410 | 7.981055e-01 | 50.0000 | 1 | 0.024000 | 1.024000 |  
GRB170710B   |  00086619001 | -9.410080e-01 | -1.164200e+00 | -7.076230e-01 | 1.006260e-02 | 8.611060e-03 | 1.150320e-02 | 49.55 | 57 | 0.8693 | 7.478667e-01 | 50.0000 | 1 | 5.100000 | 6.100000 |  
GRB170710A   |    761119    | -8.938920e-01 | -1.495210e+00 | -2.074150e-01 | 8.434250e-03 | 5.355760e-03 | 1.128790e-02 | 43.26 | 57 | 0.7590 | 9.105124e-01 | 50.0000 | 1 | 0.492000 | 1.492000 |  
GRB170705A   |    760064    | -1.292480e+00 | -1.345550e+00 | -1.239390e+00 | 1.160610e-01 | 1.126000e-01 | 1.195230e-01 | 47.20 | 57 | 0.8281 | 8.192800e-01 | 50.0000 | 1 | 13.412000 | 14.412000 |  
GRB170629A   |    759159    | -1.334010e+00 | -1.559430e+00 | -1.103450e+00 | 3.403420e-02 | 2.963130e-02 | 3.843640e-02 | 63.63 | 57 | 1.116 | 2.545853e-01 | 50.0000 | 1 | 4.964000 | 5.964000 |  
GRB170626A   |    758766    | -1.284240e+00 | -1.321910e+00 | -1.246540e+00 | 1.983900e-01 | 1.940380e-01 | 2.027430e-01 | 101.13 | 57 | 1.7742 | 2.877827e-04 | 50.0000 | 1 | -0.064000 | 0.936000 |  
GRB170607A   |    756284    | -1.666070e+00 | -1.833330e+00 | -1.502090e+00 | 2.064080e-02 | 1.853940e-02 | 2.271360e-02 | 57.95 | 57 | 1.017 | 4.399693e-01 | 50.0000 | 1 | 7.604000 | 8.604000 |  
GRB170604A   |    755867    | -1.613990e+00 | -1.882670e+00 | -1.354760e+00 | 3.293590e-02 | 2.651660e-02 | 3.935480e-02 | 69.19 | 57 | 1.214 | 1.291053e-01 | 50.0000 | 1 | 2.636000 | 3.636000 |  
GRB170531B   |    755354    | -1.724350e+00 | -2.194720e+00 | -1.269830e+00 | 5.567840e-03 | 4.039270e-03 | 7.030410e-03 | 54.20 | 57 | 0.9509 | 5.806945e-01 | 50.0000 | 1 | 42.708000 | 43.708000 |  
GRB170531A   |    755343    | 1.833510e-01 | -2.396190e-01 | 2.819570e+00 | 2.840110e-03 | 0.000000e+00 | 3.860840e-03 | 67.74 | 57 | 1.188 | 1.561531e-01 | 50.0000 | 1 | -4.316000 | -3.316000 |  
GRB170526A   |    754549    | -1.551700e+00 | -2.333640e+00 | -8.729490e-01 | 3.256430e-03 | 1.935680e-03 | 4.413340e-03 | 73.69 | 57 | 1.293 | 6.761998e-02 | 50.0000 | 1 | 1.532000 | 2.532000 |  
GRB170524B   |  00753445006 | -1.109020e+00 | -1.184450e+00 | -1.033260e+00 | 7.012370e-02 | 6.726230e-02 | 7.298360e-02 | 43.02 | 57 | 0.7547 | 9.148265e-01 | 50.0000 | 1 | 6.700000 | 7.700000 |  
GRB170524A   |    754322    | -1.300880e+00 | -1.727310e+00 | -8.699340e-01 | 4.267710e-03 | 3.127810e-03 | 5.405330e-03 | 57.48 | 57 | 1.009 | 4.571065e-01 | 50.0000 | 1 | -0.438000 | 0.562000 |  
GRB170519A   |    753445    | -1.395610e+00 | -1.750280e+00 | -1.039400e+00 | 5.605410e-03 | 4.442950e-03 | 6.750920e-03 | 60.31 | 57 | 1.058 | 3.570587e-01 | 50.0000 | 1 | 0.836000 | 1.836000 |  
GRB170516A   |    753110    | -2.694940e+00 | -3.052480e+00 | -2.384610e+00 | 5.968560e-03 | 4.355240e-03 | 7.604610e-03 | 75.34 | 57 | 1.322 | 5.231707e-02 | 50.0000 | 1 | 1.268000 | 2.268000 |  
GRB170428A   |    750298    | -8.119160e-01 | -9.654690e-01 | -6.524710e-01 | 2.457990e-02 | 2.235590e-02 | 2.678420e-02 | 51.69 | 57 | 0.9068 | 6.738922e-01 | 50.0000 | 1 | -0.200000 | 0.800000 |  
GRB170419B   |    748947    | -8.088290e-01 | -9.822440e-01 | -6.269180e-01 | 2.046800e-02 | 1.831810e-02 | 2.258190e-02 | 64.50 | 57 | 1.132 | 2.310546e-01 | 50.0000 | 1 | 1.984000 | 2.984000 |  
GRB170419A   |    748898    | -1.915060e+00 | -2.219810e+00 | -1.634840e+00 | 1.008030e-02 | 8.094730e-03 | 1.199550e-02 | 50.26 | 57 | 0.8817 | 7.240580e-01 | 50.0000 | 1 | 0.460000 | 1.460000 |  
GRB170405A   |    745797    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB170331A   |    744791    | -1.724580e+00 | -2.237990e+00 | -1.222660e+00 | 9.321680e-03 | 6.182660e-03 | 1.242440e-02 | 68.91 | 57 | 1.209 | 1.339954e-01 | 50.0000 | 1 | 0.420000 | 1.420000 |  
GRB170330A   |    744773    | -1.026610e+00 | -1.129670e+00 | -9.222870e-01 | 3.961440e-02 | 3.720220e-02 | 4.202190e-02 | 58.20 | 57 | 1.021 | 4.309675e-01 | 50.0000 | 1 | -134.708000 | -133.708000 |  
GRB170325A   |  00034941009 | -1.072260e+00 | -1.367520e+00 | -7.682300e-01 | 9.461580e-03 | 7.960710e-03 | 1.095740e-02 | 50.54 | 57 | 0.8866 | 7.145537e-01 | 50.0000 | 1 | -0.302000 | 0.698000 |  
GRB170318B   |    743086    | -8.781730e-01 | -1.223490e+00 | -5.053640e-01 | 9.903190e-03 | 7.939250e-03 | 1.181590e-02 | 48.95 | 57 | 0.8587 | 7.672239e-01 | 50.0000 | 1 | -0.364000 | 0.636000 |  
GRB170318A   |    743065    | -8.072320e-01 | -1.164960e+00 | -4.122480e-01 | 1.060970e-02 | 8.067140e-03 | 1.306070e-02 | 83.16 | 57 | 1.459 | 1.347755e-02 | 50.0000 | 1 | 1.872000 | 2.872000 |  
GRB170317A   |    742866    | -1.528690e+00 | -1.681380e+00 | -1.377420e+00 | 2.804900e-02 | 2.542210e-02 | 3.066620e-02 | 63.03 | 57 | 1.106 | 2.715727e-01 | 50.0000 | 1 | 1.284000 | 2.284000 |  
GRB170311A   |    741965    | -1.071430e+00 | -1.683860e+00 | -3.999400e-01 | 4.988280e-03 | 3.298420e-03 | 6.638110e-03 | 60.24 | 57 | 1.057 | 3.592473e-01 | 50.0000 | 1 | 1.304000 | 2.304000 |  
GRB170307A   |    741528    | -1.902110e+00 | -2.300620e+00 | -1.542790e+00 | 9.900360e-03 | 7.191180e-03 | 1.253100e-02 | 58.75 | 57 | 1.031 | 4.112803e-01 | 50.0000 | 1 | 69.724000 | 70.724000 |  
GRB170306A   |    741220    | -2.120370e+00 | -2.852470e+00 | -1.526120e+00 | 6.424560e-03 | 3.463660e-03 | 9.225750e-03 | 82.39 | 57 | 1.445 | 1.555948e-02 | 50.0000 | 1 | 1.244000 | 2.244000 |  
GRB170208B   |    737463    | -1.008730e+00 | -1.058480e+00 | -9.587330e-01 | 7.289670e-02 | 7.065240e-02 | 7.513960e-02 | 112.18 | 57 | 1.9681 | 1.801411e-05 | 50.0000 | 1 | 0.420000 | 1.420000 |  
GRB170208A   |    737438    | -1.027970e+00 | -1.195260e+00 | -8.556400e-01 | 4.689910e-02 | 4.183190e-02 | 5.191970e-02 | 71.66 | 57 | 1.257 | 9.148741e-02 | 50.0000 | 1 | -0.036000 | 0.964000 |  
GRB170206B   |    737125    | -1.174540e+00 | -1.798980e+00 | -4.824000e-01 | 4.117130e-03 | 2.759450e-03 | 5.448640e-03 | 59.60 | 57 | 1.046 | 3.813640e-01 | 50.0000 | 1 | 2.572000 | 3.572000 |  
GRB170205A   |    736843    | -1.489210e+00 | -1.604790e+00 | -1.374640e+00 | 3.447800e-02 | 3.222260e-02 | 3.672180e-02 | 42.67 | 57 | 0.7486 | 9.208522e-01 | 50.0000 | 1 | -0.296000 | 0.704000 |  
GRB170203A   |    736432    | -1.799930e+00 | -2.242420e+00 | -1.395300e+00 | 5.657880e-03 | 4.049100e-03 | 7.208780e-03 | 46.44 | 57 | 0.8148 | 8.398090e-01 | 50.0000 | 1 | 3.704000 | 4.704000 |  
GRB170202A   |    736407    | -1.211970e+00 | -1.308550e+00 | -1.115160e+00 | 4.040130e-02 | 3.799870e-02 | 4.280360e-02 | 80.34 | 57 | 1.409 | 2.253397e-02 | 50.0000 | 1 | 16.044000 | 17.044000 |  
GRB170131A   |  736107 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB170127B   |    735331    | -7.945070e-01 | -1.058110e+00 | -5.131500e-01 | 9.882030e-03 | 8.200490e-03 | 1.154810e-02 | 63.43 | 57 | 1.113 | 2.600729e-01 | 50.0000 | 1 | -0.156000 | 0.844000 |  
GRB170127A   |    735326    | -1.090210e+00 | -2.147550e+00 | 2.743040e-01 | 3.034620e-03 | 1.522760e-03 | 4.103030e-03 | 48.24 | 57 | 0.8463 | 7.891492e-01 | 50.0000 | 1 | 7.308000 | 8.308000 |  
GRB170126A   |    735188    | -1.591580e+00 | -1.842090e+00 | -1.350650e+00 | 5.215270e-02 | 4.339230e-02 | 6.081190e-02 | 65.64 | 57 | 1.152 | 2.023998e-01 | 50.0000 | 1 | 0.308000 | 1.308000 |  
GRB170115A   |    733103    | -1.363280e+00 | -2.150740e+00 | -6.092510e-01 | 2.521620e-03 | 1.455080e-03 | 3.548060e-03 | 49.52 | 57 | 0.8687 | 7.489084e-01 | 50.0000 | 1 | 4.972000 | 5.972000 |  
GRB170113A   |    732526    | -1.276020e+00 | -1.499190e+00 | -1.051040e+00 | 9.037070e-03 | 7.842930e-03 | 1.022840e-02 | 53.96 | 57 | 0.9467 | 5.897724e-01 | 50.0000 | 1 | 1.632000 | 2.632000 |  
GRB170112A   |    732188    | -1.307080e+00 | -1.864280e+00 | -7.693350e-01 | 2.903050e-03 | 1.884560e-03 | 3.913200e-03 | 45.34 | 57 | 0.7954 | 8.672664e-01 | 50.0000 | 1 | -0.472000 | 0.528000 |  
GRB170111A   |    731887    | -1.550490e+00 | -1.944060e+00 | -1.172270e+00 | 6.858990e-03 | 5.093760e-03 | 8.591830e-03 | 52.57 | 57 | 0.9223 | 6.416616e-01 | 50.0000 | 1 | 2.084000 | 3.084000 |  
GRB170101A   |    729293    | -1.518950e+00 | -1.577790e+00 | -1.460320e+00 | 4.329180e-01 | 4.183820e-01 | 4.474480e-01 | 53.27 | 57 | 0.9346 | 6.156731e-01 | 50.0000 | 1 | -0.220000 | 0.780000 |  
GRB161224A   |    728268    | -1.705170e+00 | -2.283510e+00 | -1.152360e+00 | 5.804320e-03 | 3.770560e-03 | 7.774950e-03 | 54.28 | 57 | 0.9523 | 5.777648e-01 | 50.0000 | 1 | 32.876000 | 33.876000 |  
GRB161220A   |    727610    | -2.174060e+00 | -2.769590e+00 | -1.685460e+00 | 3.471820e-03 | 2.091220e-03 | 4.779020e-03 | 73.72 | 57 | 1.293 | 6.739804e-02 | 50.0000 | 1 | 2.420000 | 3.420000 |  
GRB161219B   |    727541    | -1.669400e+00 | -1.784040e+00 | -1.556420e+00 | 4.029420e-02 | 3.740180e-02 | 4.317200e-02 | 91.72 | 57 | 1.609 | 2.417836e-03 | 50.0000 | 1 | 1.556000 | 2.556000 |  
GRB161218A   |    727288    | -8.808810e-01 | -9.270000e-01 | -8.344520e-01 | 1.575400e-01 | 1.529710e-01 | 1.621030e-01 | 101.11 | 57 | 1.7738 | 2.893625e-04 | 50.0000 | 1 | 0.268000 | 1.268000 |  
GRB161217A   |    727167    | -2.614650e+00 | -3.436420e+00 | -2.010790e+00 | 2.044840e-03 | 8.980810e-04 | 3.290270e-03 | 68.87 | 57 | 1.208 | 1.347618e-01 | 50.0000 | 1 | 42.644000 | 43.644000 |  
GRB161214B   |    726885    | -1.557620e+00 | -1.765800e+00 | -1.354010e+00 | 1.774160e-02 | 1.566540e-02 | 1.978510e-02 | 53.16 | 57 | 0.9327 | 6.197973e-01 | 50.0000 | 1 | 0.112000 | 1.112000 |  
GRB161202A   |    725036    | -1.188370e+00 | -1.266810e+00 | -1.109720e+00 | 4.986140e-02 | 4.756450e-02 | 5.215840e-02 | 50.01 | 57 | 0.8773 | 7.326547e-01 | 50.0000 | 1 | 2.092000 | 3.092000 |  
GRB161129A   |    724438    | -1.161230e+00 | -1.276730e+00 | -1.044430e+00 | 2.831300e-02 | 2.640130e-02 | 3.022350e-02 | 44.59 | 57 | 0.7822 | 8.841401e-01 | 50.0000 | 1 | 26.644000 | 27.644000 |  
GRB161117B   |    722642    | -2.193170e+00 | -2.277330e+00 | -2.110870e+00 | 3.330900e-02 | 3.145190e-02 | 3.515200e-02 | 73.80 | 57 | 1.295 | 6.653657e-02 | 50.0000 | 1 | 134.084000 | 135.084000 |  
GRB161117A   |    722604    | -1.774410e+00 | -1.842930e+00 | -1.706600e+00 | 4.991340e-02 | 4.790390e-02 | 5.191640e-02 | 52.16 | 57 | 0.9151 | 6.568476e-01 | 50.0000 | 1 | 110.996000 | 111.996000 |  
GRB161113A   |    722063    | -1.462990e+00 | -1.656890e+00 | -1.271610e+00 | 1.096310e-02 | 9.699490e-03 | 1.221570e-02 | 52.54 | 57 | 0.9217 | 6.430823e-01 | 50.0000 | 1 | 15.280000 | 16.280000 |  
GRB161108A   |    721234    | -2.071860e+00 | -2.479240e+00 | -1.714850e+00 | 3.884110e-03 | 2.761350e-03 | 4.973290e-03 | 59.95 | 57 | 1.052 | 3.691385e-01 | 50.0000 | 1 | -1.804000 | -0.804000 |  
GRB161105A   |    720697    | -7.488260e-01 | -9.335520e-01 | -5.537190e-01 | 1.261170e-02 | 1.114590e-02 | 1.405170e-02 | 62.00 | 57 | 1.088 | 3.023858e-01 | 50.0000 | 1 | 0.632000 | 1.632000 |  
GRB161104A   |    720568    | -1.293640e+00 | -1.686250e+00 | -8.980360e-01 | 4.920090e-03 | 3.822030e-03 | 6.010540e-03 | 57.90 | 57 | 1.016 | 4.418647e-01 | 50.0000 | 1 | -0.456000 | 0.544000 |  
GRB161022A   |    718655    | -1.384400e+00 | -1.732310e+00 | -1.029740e+00 | 1.336030e-02 | 1.008930e-02 | 1.661530e-02 | 57.78 | 57 | 1.014 | 4.464076e-01 | 50.0000 | 1 | 2.124000 | 3.124000 |  
GRB161017A   |    718023    | -1.139160e+00 | -1.246750e+00 | -1.030930e+00 | 2.412550e-02 | 2.274310e-02 | 2.550790e-02 | 55.63 | 57 | 0.9760 | 5.264739e-01 | 50.0000 | 1 | 21.256000 | 22.256000 |  
GRB161014A   |    717500    | -1.792650e+00 | -2.079360e+00 | -1.527920e+00 | 1.948430e-02 | 1.541390e-02 | 2.351340e-02 | 74.30 | 57 | 1.304 | 6.157380e-02 | 50.0000 | 1 | 0.100000 | 1.100000 |  
GRB161011A   |    716876    | -1.540110e+00 | -1.987270e+00 | -1.093050e+00 | 7.038460e-03 | 5.075160e-03 | 8.997390e-03 | 59.72 | 57 | 1.048 | 3.772078e-01 | 50.0000 | 1 | 1.368000 | 2.368000 |  
GRB161007A   |    716127    | -8.652500e-01 | -1.370930e+00 | -2.818830e-01 | 3.415420e-03 | 2.339840e-03 | 4.444900e-03 | 54.57 | 57 | 0.9574 | 5.667824e-01 | 50.0000 | 1 | 33.808000 | 34.808000 |  
GRB161004B   |    715246    | -1.068530e+00 | -1.126470e+00 | -1.010300e+00 | 8.657690e-02 | 8.362780e-02 | 8.952480e-02 | 51.35 | 57 | 0.9009 | 6.859696e-01 | 50.0000 | 1 | 0.380000 | 1.380000 |  
GRB161004A   |    715084    | -1.496110e+00 | -1.839420e+00 | -1.153040e+00 | 8.066210e-03 | 6.653740e-03 | 9.461330e-03 | 62.46 | 57 | 1.096 | 2.885541e-01 | 50.0000 | 1 | 0.060000 | 1.060000 |  
GRB161001A   |    714404    | -8.058550e-01 | -9.246560e-01 | -6.844310e-01 | 2.995340e-02 | 2.790620e-02 | 3.198810e-02 | 38.47 | 57 | 0.6749 | 9.716330e-01 | 50.0000 | 1 | 1.368000 | 2.368000 |  
GRB160927A   |    713782    | -1.290910e+00 | -1.560740e+00 | -1.020210e+00 | 1.578040e-02 | 1.352380e-02 | 1.803290e-02 | 46.37 | 57 | 0.8135 | 8.417496e-01 | 50.0000 | 1 | -0.220000 | 0.780000 |  
GRB160917A   |    712505    | -8.623290e-01 | -1.121990e+00 | -5.812830e-01 | 1.920640e-02 | 1.628850e-02 | 2.203300e-02 | 45.45 | 57 | 0.7973 | 8.646861e-01 | 50.0000 | 1 | -0.008000 | 0.992000 |  
GRB160912A   |    711914    | -1.267580e+00 | -1.471540e+00 | -1.062760e+00 | 1.356230e-02 | 1.199580e-02 | 1.511960e-02 | 53.26 | 57 | 0.9344 | 6.160660e-01 | 50.0000 | 1 | 148.564000 | 149.564000 |  
GRB160905A   |    711084    | -8.769310e-01 | -9.538110e-01 | -7.992630e-01 | 5.439000e-02 | 5.207500e-02 | 5.669880e-02 | 67.78 | 57 | 1.189 | 1.553271e-01 | 50.0000 | 1 | 8.300000 | 9.300000 |  
GRB160827A   |    710050    | -2.242240e+00 | -2.869730e+00 | -1.732300e+00 | 4.882490e-03 | 2.796950e-03 | 6.915910e-03 | 64.31 | 57 | 1.128 | 2.360303e-01 | 50.0000 | 1 | 2.412000 | 3.412000 |  
GRB160826A   |    709907    | -1.089280e+00 | -1.549580e+00 | -5.873540e-01 | 3.857100e-03 | 2.721190e-03 | 4.988710e-03 | 68.96 | 57 | 1.210 | 1.330817e-01 | 50.0000 | 1 | 4.640000 | 5.640000 |  
GRB160824A   |    709765    | -1.300790e+00 | -1.620540e+00 | -9.795500e-01 | 1.113720e-02 | 9.175280e-03 | 1.309180e-02 | 68.31 | 57 | 1.198 | 1.451235e-01 | 50.0000 | 1 | 4.884000 | 5.884000 |  
GRB160821B   |    709357    | -1.779860e+00 | -1.962800e+00 | -1.604110e+00 | 1.292570e-02 | 1.134510e-02 | 1.448390e-02 | 67.00 | 57 | 1.175 | 1.714841e-01 | 50.0000 | 1 | -0.230000 | 0.770000 |  
GRB160821A   |    709351    | -1.678990e+00 | -1.969260e+00 | -1.410240e+00 | 3.963140e-02 | 3.230160e-02 | 4.677050e-02 | 52.14 | 57 | 0.9147 | 6.577546e-01 | 50.0000 | 1 | 113.508000 | 114.508000 |  
GRB160819A   |  00086022006 | -1.351500e+00 | -1.436550e+00 | -1.266430e+00 | 1.003500e-01 | 9.524750e-02 | 1.054510e-01 | 65.08 | 57 | 1.142 | 2.159656e-01 | 50.0000 | 1 | 46.700000 | 47.700000 |  
GRB160815A   |    708598    | -1.569930e+00 | -1.702560e+00 | -1.439270e+00 | 3.679450e-02 | 3.389110e-02 | 3.968960e-02 | 33.77 | 57 | 0.5924 | 9.938919e-01 | 50.0000 | 1 | 2.144000 | 3.144000 |  
GRB160804A   |    707231    | -1.663230e+00 | -1.857790e+00 | -1.474240e+00 | 2.161980e-02 | 1.903250e-02 | 2.418050e-02 | 70.20 | 57 | 1.232 | 1.125157e-01 | 50.0000 | 1 | 88.592000 | 89.592000 |  
GRB160801A   |    706871    | -1.975470e+00 | -2.243620e+00 | -1.728070e+00 | 7.917130e-03 | 6.365180e-03 | 9.435860e-03 | 68.93 | 57 | 1.209 | 1.336120e-01 | 50.0000 | 1 | -0.024000 | 0.976000 |  
GRB160726A   |    706052    | -1.175000e+00 | -1.314440e+00 | -1.034010e+00 | 2.722760e-02 | 2.497630e-02 | 2.947760e-02 | 63.03 | 57 | 1.106 | 2.715878e-01 | 50.0000 | 1 | -0.104000 | 0.896000 |  
GRB160716A   |    704572    | -2.058460e+00 | -2.453800e+00 | -1.705350e+00 | 5.338890e-03 | 3.886800e-03 | 6.740570e-03 | 54.97 | 57 | 0.9643 | 5.517902e-01 | 50.0000 | 1 | 0.948000 | 1.948000 |  
GRB160714A   |    704310    | -1.271890e+00 | -1.720150e+00 | -8.030600e-01 | 9.257170e-03 | 6.872250e-03 | 1.163720e-02 | 66.47 | 57 | 1.166 | 1.830403e-01 | 50.0000 | 1 | -0.284000 | 0.716000 |  
GRB160712A   |    704155    | -7.659620e-01 | -1.028430e+00 | -4.874180e-01 | 2.019040e-02 | 1.700450e-02 | 2.330560e-02 | 46.73 | 57 | 0.8198 | 8.322653e-01 | 50.0000 | 1 | 0.060000 | 1.060000 |  
GRB160709A   |    703769    | -9.957660e-01 | -1.277830e+00 | -6.973890e-01 | 2.325340e-02 | 1.944420e-02 | 2.701450e-02 | 52.38 | 57 | 0.9190 | 6.486212e-01 | 50.0000 | 1 | 0.300000 | 1.300000 |  
GRB160705B   |    703176    | -2.165260e+00 | -3.289260e+00 | -1.317660e+00 | 2.963130e-03 | 1.164620e-03 | 4.479550e-03 | 68.78 | 57 | 1.207 | 1.362883e-01 | 50.0000 | 1 | 26.044000 | 27.044000 |  
GRB160703A   |    702699    | -1.494510e+00 | -1.570020e+00 | -1.419380e+00 | 4.564440e-02 | 4.371440e-02 | 4.757060e-02 | 69.70 | 57 | 1.223 | 1.204613e-01 | 50.0000 | 1 | 26.644000 | 27.644000 |  
GRB160630A   |    702252    | -9.182370e-01 | -1.233130e+00 | -5.781950e-01 | 1.081370e-02 | 8.954140e-03 | 1.260660e-02 | 61.33 | 57 | 1.076 | 3.235915e-01 | 50.0000 | 1 | -0.420000 | 0.580000 |  
GRB160625A   |    701503    | -1.970370e+00 | -2.121600e+00 | -1.824690e+00 | 2.028230e-02 | 1.831220e-02 | 2.221880e-02 | 53.89 | 57 | 0.9455 | 5.923430e-01 | 50.0000 | 1 | 35.072000 | 36.072000 |  
GRB160624A   |    701288    | -5.263560e-01 | -1.038690e+00 | 1.095760e-01 | 4.307600e-03 | 2.878690e-03 | 5.552110e-03 | 53.69 | 57 | 0.9419 | 6.000976e-01 | 50.0000 | 1 | -0.292000 | 0.708000 |  
GRB160623A   |  N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A |  
GRB160612A   |  00031791037 | -7.125690e-01 | -9.132200e-01 | -4.999760e-01 | 1.155580e-02 | 1.027120e-02 | 1.281260e-02 | 73.45 | 57 | 1.289 | 7.017479e-02 | 50.0000 | 1 | -0.344000 | 0.656000 |  
GRB160611A   |    690598    | -1.710220e+00 | -1.957800e+00 | -1.471190e+00 | 1.484420e-02 | 1.269470e-02 | 1.695460e-02 | 77.59 | 57 | 1.361 | 3.621833e-02 | 50.0000 | 1 | 2.636000 | 3.636000 |  
GRB160607A   |    689597    | -1.225980e+00 | -1.263920e+00 | -1.187990e+00 | 1.852040e-01 | 1.811310e-01 | 1.892760e-01 | 66.72 | 57 | 1.171 | 1.774969e-01 | 50.0000 | 1 | 11.648000 | 12.648000 |  
