#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB060923B   |    230702    | 1.712210e-02 | -2.015030e+00 | -0.000000e+00 | 2.688980e+01 | N/A | N/A | 3.175310e-01 | N/A | N/A | 55.86 | 56 | 0.9975 | 4.800386e-01 | 50.0000 | 1 | 4.928000 | 5.928000 |  
GRB060923A   |    230662    | -8.929910e-01 | -1.722520e+00 | 6.681780e-01 | 1.021610e+02 | 5.698580e+01 | 0.000000e+00 | 2.099350e-02 | 9.371830e-03 | 1.152690e-01 | 51.25 | 56 | 0.9151 | 6.550845e-01 | 50.0000 | 1 | 0.032000 | 1.032000 |  
GRB060919    |    230115    | -2.083060e-01 | -1.099330e+00 | 9.199720e-01 | 9.523800e+01 | 7.106570e+01 | 2.836860e+02 | 5.867160e-02 | 2.353980e-02 | 1.805000e-01 | 42.44 | 56 | 0.7579 | 9.095274e-01 | 50.0000 | 1 | -0.504000 | 0.496000 |  
GRB060912A   |    229185    | -1.196280e+00 | -1.518510e+00 | -8.477400e-01 | 8.638610e+01 | 6.755200e+01 | 1.690860e+02 | 1.121490e-01 | 7.745200e-02 | 1.678760e-01 | 48.40 | 56 | 0.8643 | 7.548065e-01 | 50.0000 | 1 | 0.000000 | 1.000000 |  
GRB060908    |    228581    | -2.742930e-01 | -8.293080e-01 | 3.636450e-01 | 1.230160e+02 | 9.140000e+01 | 2.676430e+02 | 6.062990e-02 | 3.449350e-02 | 1.146960e-01 | 53.62 | 56 | 0.9575 | 5.653944e-01 | 50.0000 | 1 | 0.540000 | 1.540000 |  
GRB060906    |    228316    | -1.533410e+00 | -2.144670e+00 | -3.701010e-01 | 4.460840e+01 | N/A | N/A | 2.401090e-02 | N/A | N/A | 66.17 | 56 | 1.182 | 1.659052e-01 | 50.0000 | 1 | -24.812000 | -23.812000 |  
GRB060904B   |    228006    | -1.061440e+00 | -1.340080e+00 | -4.539330e-01 | 3.422430e+02 | 0.000000e+00 | 0.000000e+00 | 2.430060e-02 | 1.910570e-02 | 4.603310e-02 | 81.66 | 56 | 1.458 | 1.424005e-02 | 50.0000 | 1 | 1.156000 | 2.156000 |  
GRB060904A   |    227996    | -1.124720e+00 | -1.194140e+00 | -1.053190e+00 | 9.999220e+03 | 0.000000e+00 | 0.000000e+00 | 4.244000e-02 | 4.083500e-02 | 4.404490e-02 | 62.85 | 56 | 1.122 | 2.467372e-01 | 50.0000 | 1 | 55.340000 | 56.340000 |  
GRB060825    |    226382    | -3.430120e-01 | -7.741990e-01 | 1.374010e-01 | 8.276310e+01 | 7.035350e+01 | 1.075810e+02 | 7.165920e-02 | 4.439220e-02 | 1.220360e-01 | 50.61 | 56 | 0.9037 | 6.784175e-01 | 50.0000 | 1 | 0.072000 | 1.072000 |  
GRB060814    |    224552    | -1.074770e+00 | -1.320390e+00 | -8.080710e-01 | 2.256720e+02 | 1.327990e+02 | 0.000000e+00 | 7.797950e-02 | 6.082000e-02 | 1.027930e-01 | 41.25 | 56 | 0.7367 | 9.297962e-01 | 50.0000 | 1 | 15.404000 | 16.404000 |  
GRB060813    |    224364    | -9.638910e-01 | -1.172760e+00 | -6.792890e-01 | 3.788140e+02 | 0.000000e+00 | 0.000000e+00 | 8.991150e-02 | 7.275670e-02 | 1.190840e-01 | 41.05 | 56 | 0.7330 | 9.329168e-01 | 50.0000 | 1 | 3.592000 | 4.592000 |  
GRB060807    |    223217    | -5.337570e-01 | -1.457340e+00 | 1.621680e+00 | 1.291140e+02 | 0.000000e+00 | 0.000000e+00 | 1.370400e-02 | 5.908840e-03 | 1.203570e-01 | 35.61 | 56 | 0.6359 | 9.847092e-01 | 50.0000 | 1 | -0.140000 | 0.860000 |  
GRB060805A   |    222683    | 4.806120e-01 | -8.772030e-01 | -0.000000e+00 | 4.332980e+01 | 2.802410e+01 | 6.063810e+01 | 4.721500e-02 | 0.000000e+00 | 1.757110e+05 | 50.33 | 56 | 0.8987 | 6.884335e-01 | 50.0000 | 1 | 0.716000 | 1.716000 |  
GRB060804    |    222546    | -1.470290e+00 | -1.933300e+00 | -7.389500e-01 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 9.298880e-03 | 7.067130e-03 | 2.026650e-02 | 58.13 | 56 | 1.038 | 3.967386e-01 | 50.0000 | 1 | 4.516000 | 5.516000 |  
GRB060801    |    222154    | -8.049610e-02 | -6.473010e-01 | 1.426130e+00 | 2.727800e+02 | 0.000000e+00 | 0.000000e+00 | 9.728950e-03 | 5.597760e-03 | 3.435180e-02 | 57.90 | 56 | 1.034 | 4.049557e-01 | 50.0000 | 1 | -0.184000 | 0.816000 |  
GRB060729    |    221755    | -1.732430e+00 | -2.207710e+00 | -9.234310e-01 | 1.193240e+02 | N/A | N/A | 9.370290e-03 | N/A | N/A | 57.48 | 56 | 1.026 | 4.201200e-01 | 50.0000 | 1 | 91.968000 | 92.968000 |  
GRB060728    |    221627    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB060719    |    220020    | -6.784090e-01 | -1.303220e+00 | 4.395190e-02 | 5.482990e+01 | 4.665140e+01 | 7.072370e+01 | 6.445280e-02 | 3.020710e-02 | 1.564450e-01 | 56.15 | 56 | 1.003 | 4.692237e-01 | 50.0000 | 1 | 0.372000 | 1.372000 |  
GRB060717    |    219646    | 8.647940e-01 | -9.902910e-01 | 3.746030e+00 | 4.363810e+01 | 3.514860e+01 | 5.727670e+01 | 1.337750e-01 | 0.000000e+00 | 5.347170e+00 | 61.89 | 56 | 1.105 | 2.741126e-01 | 50.0000 | 1 | 0.776000 | 1.776000 |  
GRB060714    |    219101    | -6.510060e-01 | -1.355850e+00 | 1.856210e-01 | 8.082310e+01 | 6.101370e+01 | 2.316810e+02 | 2.680400e-02 | 1.203750e-02 | 6.942780e-02 | 58.67 | 56 | 1.048 | 3.777509e-01 | 50.0000 | 1 | 75.440000 | 76.440000 |  
GRB060712    |    218582    | -1.861530e+00 | -4.401260e+00 | 5.553310e-01 | 1.431550e+02 | N/A | N/A | 1.174590e-02 | N/A | N/A | 83.01 | 56 | 1.482 | 1.102253e-02 | 50.0000 | 1 | 16.764000 | 17.764000 |  
GRB060708    |    217805    | -8.446450e-01 | -1.314380e+00 | -3.177730e-01 | 1.219220e+02 | 8.241410e+01 | 1.230450e+03 | 2.778330e-02 | 1.644190e-02 | 5.009320e-02 | 56.68 | 56 | 1.012 | 4.493155e-01 | 50.0000 | 1 | 1.120000 | 2.120000 |  
GRB060707    |    217704    | -1.655180e+00 | N/A | N/A | 6.421530e+02 | N/A | N/A | 8.412520e-03 | N/A | N/A | 62.47 | 56 | 1.116 | 2.572572e-01 | 50.0000 | 1 | 3.052000 | 4.052000 |  
GRB060614    |    214805    | -1.382450e+00 | -1.651790e+00 | -9.527500e-01 | 1.479100e+02 | 8.078660e+01 | 0.000000e+00 | 1.145060e-01 | 8.522140e-02 | 1.850850e-01 | 51.60 | 56 | 0.9214 | 6.420733e-01 | 50.0000 | 1 | -1.324000 | -0.324000 |  
GRB060607B   |    213934    | -5.303630e-01 | -1.493820e+00 | 9.012840e-01 | 9.903310e+01 | 6.954220e+01 | 0.000000e+00 | 2.908800e-02 | 1.101250e-02 | 1.128800e-01 | 65.97 | 56 | 1.178 | 1.701442e-01 | 50.0000 | 1 | 8.640000 | 9.640000 |  
GRB060607A   |    213823    | -9.580740e-01 | -1.221980e+00 | -3.931690e-01 | 4.855830e+02 | 0.000000e+00 | 0.000000e+00 | 1.378370e-02 | 1.113070e-02 | 2.431190e-02 | 31.89 | 56 | 0.5695 | 9.960742e-01 | 50.0000 | 1 | -0.968000 | 0.032000 |  
GRB060605    |    213630    | -6.816560e-01 | -0.000000e+00 | 1.968930e+00 | 4.617700e+02 | 0.000000e+00 | 0.000000e+00 | 4.889590e-03 | 3.216100e-03 | 5.711900e-02 | 52.07 | 56 | 0.9298 | 6.244134e-01 | 50.0000 | 1 | 2.120000 | 3.120000 |  
GRB060604    |    213486    | -1.427660e+00 | N/A | N/A | 1.616880e+01 | N/A | N/A | 1.501210e-03 | N/A | N/A | 53.46 | 56 | 0.9547 | 5.715587e-01 | 50.0000 | 1 | 8.252000 | 9.252000 |  
GRB060602A   |    213180    | -1.841360e+00 | -2.915900e+00 | -9.220800e-01 | 9.999360e+03 | N/A | N/A | 4.018610e-03 | N/A | N/A | 83.47 | 56 | 1.490 | 1.008942e-02 | 50.0000 | 1 | 4.928000 | 5.928000 |  
GRB060526    |    211957    | -3.360580e-01 | -1.093690e+00 | 5.923240e-01 | 8.979180e+01 | 6.759340e+01 | 2.180140e+02 | 4.120900e-02 | 1.796150e-02 | 1.134840e-01 | 65.21 | 56 | 1.164 | 1.871355e-01 | 50.0000 | 1 | 0.144000 | 1.144000 |  
GRB060522    |    211117    | 2.062530e-01 | -2.003910e+00 | 4.635250e+00 | 4.019440e+01 | 0.000000e+00 | 0.000000e+00 | 7.087620e-02 | 0.000000e+00 | 3.195350e+01 | 43.97 | 56 | 0.7852 | 8.781263e-01 | 50.0000 | 1 | 4.408000 | 5.408000 |  
GRB060516    |    210254    | -1.038410e-01 | -2.308580e+00 | -0.000000e+00 | 4.895540e+01 | N/A | N/A | 1.374410e-02 | N/A | N/A | 32.67 | 56 | 0.5835 | 9.946261e-01 | 50.0000 | 1 | 56.500000 | 57.500000 |  
GRB060515    |    210084    | 4.888610e-02 | -1.362760e+00 | 2.837020e+00 | 1.788050e+02 | 0.000000e+00 | 0.000000e+00 | 1.378400e-02 | 5.658900e-03 | 8.761730e-02 | 52.02 | 56 | 0.9290 | 6.261294e-01 | 50.0000 | 1 | 5.584000 | 6.584000 |  
GRB060512    |    209755    | -2.831860e-01 | -2.277020e+00 | 6.422640e+00 | 2.263250e+01 | N/A | N/A | 1.700620e-01 | N/A | N/A | 62.07 | 56 | 1.108 | 2.686875e-01 | 50.0000 | 1 | 3.280000 | 4.280000 |  
GRB060510B   |    209352    | -1.397240e+00 | -1.753890e+00 | -4.622420e-01 | 9.999310e+03 | 0.000000e+00 | 0.000000e+00 | 4.683330e-03 | 3.741520e-03 | 1.367210e-02 | 56.48 | 56 | 1.009 | 4.568041e-01 | 50.0000 | 1 | 136.384000 | 137.384000 |  
GRB060510A   |    209351    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB060507    |    208870    | -9.373240e-01 | -1.538880e+00 | 5.393330e-01 | 6.811390e+01 | 3.242340e+01 | 0.000000e+00 | 2.425020e-02 | 0.000000e+00 | 1.477980e-01 | 51.61 | 56 | 0.9217 | 6.414745e-01 | 50.0000 | 1 | 1.244000 | 2.244000 |  
GRB060505    |    208654    | -3.216750e-01 | N/A | N/A | 1.543110e+02 | N/A | N/A | 3.913700e-02 | N/A | N/A | 37.78 | 56 | 0.6746 | 9.706241e-01 | 50.0000 | 1 | 2.400000 | 3.400000 |  
GRB060502B   |    208275    | -4.008110e-01 | -1.096700e+00 | 1.704190e+00 | 2.314300e+02 | 0.000000e+00 | 0.000000e+00 | 8.008210e-03 | 4.371230e-03 | 5.511510e-02 | 64.94 | 56 | 1.160 | 1.933528e-01 | 50.0000 | 1 | -0.408000 | 0.592000 |  
GRB060502A   |    208169    | -8.455620e-01 | -1.118840e+00 | 3.058060e-02 | 7.619890e+02 | 0.000000e+00 | 0.000000e+00 | 1.652920e-02 | 1.374560e-02 | 3.746180e-02 | 52.07 | 56 | 0.9298 | 6.245034e-01 | 50.0000 | 1 | -0.120000 | 0.880000 |  
GRB060501    |    208050    | -6.199330e-01 | -1.061830e+00 | 3.284280e-01 | 2.605630e+02 | 0.000000e+00 | 0.000000e+00 | 2.390790e-02 | 1.566250e-02 | 5.317220e-02 | 75.48 | 56 | 1.348 | 4.235876e-02 | 50.0000 | 1 | 0.376000 | 1.376000 |  
GRB060428B   |    207399    | 9.926290e+00 | -1.450480e-01 | -0.000000e+00 | 2.539860e+01 | 2.148720e+01 | 2.989960e+01 | 2.065390e+06 | 0.000000e+00 | 1.641120e+07 | 63.77 | 56 | 1.139 | 2.220027e-01 | 50.0000 | 1 | 8.500000 | 9.500000 |  
GRB060428A   |    207364    | -1.003210e+00 | -1.641190e+00 | -2.473980e-01 | 4.063530e+01 | 3.165510e+01 | 4.998420e+01 | 5.834980e-02 | 2.549690e-02 | 1.601150e-01 | 54.15 | 56 | 0.9670 | 5.451935e-01 | 50.0000 | 1 | 4.412000 | 5.412000 |  
GRB060427    |    207281    | -7.329050e-01 | -2.171610e+00 | 8.609850e+00 | 5.011870e+01 | N/A | N/A | 7.742380e-03 | N/A | N/A | 54.66 | 56 | 0.9761 | 5.256988e-01 | 50.0000 | 1 | 2.000000 | 3.000000 |  
GRB060424    |    206773    | -8.969950e-01 | -1.760180e+00 | 2.073400e-01 | 6.362930e+01 | 4.740780e+01 | 0.000000e+00 | 3.329650e-02 | 0.000000e+00 | 1.307000e-01 | 48.05 | 56 | 0.8579 | 7.662995e-01 | 50.0000 | 1 | 0.108000 | 1.108000 |  
GRB060421    |    206257    | -7.321890e-01 | -1.100580e+00 | -3.298630e-01 | 1.521620e+02 | 1.036270e+02 | 5.484430e+02 | 4.088840e-02 | 2.744480e-02 | 6.300350e-02 | 55.37 | 56 | 0.9888 | 4.986375e-01 | 50.0000 | 1 | 2.276000 | 3.276000 |  
GRB060418    |    205851    | -1.312520e+00 | -1.543530e+00 | -9.524100e-01 | 1.949810e+02 | N/A | N/A | 6.461130e-02 | N/A | N/A | 53.80 | 56 | 0.9608 | 5.584751e-01 | 50.0000 | 1 | 27.452000 | 28.452000 |  
GRB060413    |    205096    | -1.574560e+00 | -2.162440e+00 | -5.774800e-01 | 1.120650e+02 | 4.340070e+01 | 0.000000e+00 | 8.496490e-03 | N/A | N/A | 51.63 | 56 | 0.9220 | 6.408367e-01 | 50.0000 | 1 | 90.160000 | 91.160000 |  
GRB060403    |    203755    | 5.418770e-01 | -4.311960e-01 | 1.815830e+00 | 1.155590e+02 | 8.639190e+01 | 2.515370e+02 | 2.956730e-02 | 1.200350e-02 | 8.955710e-02 | 61.96 | 56 | 1.106 | 2.720980e-01 | 50.0000 | 1 | 1.808000 | 2.808000 |  
GRB060323    |    202505    | -1.935530e+00 | -2.954680e+00 | -1.813470e+00 | 9.999360e+03 | N/A | N/A | 5.233350e-03 | N/A | N/A | 51.80 | 56 | 0.9250 | 6.345578e-01 | 50.0000 | 1 | 2.596000 | 3.596000 |  
GRB060322    |    202442    | -7.418830e-01 | -1.386820e+00 | 2.218960e-02 | 7.708570e+01 | 5.924520e+01 | 1.801700e+02 | 4.152110e-02 | 1.985280e-02 | 1.000860e-01 | 36.43 | 56 | 0.6505 | 9.802027e-01 | 50.0000 | 1 | 182.188000 | 183.188000 |  
GRB060319    |    202035    | -1.932050e+00 | -2.037780e+00 | -6.382230e-01 | 1.180930e+01 | N/A | N/A | 9.043320e-03 | N/A | N/A | 48.85 | 56 | 0.8724 | 7.397934e-01 | 50.0000 | 1 | 4.056000 | 5.056000 |  
GRB060313    |    201487    | -6.264990e-01 | -7.133170e-01 | -3.611050e-01 | 9.990660e+02 | 0.000000e+00 | 0.000000e+00 | 1.022820e-01 | 9.127290e-02 | 1.262290e-01 | 67.54 | 56 | 1.206 | 1.388092e-01 | 50.0000 | 1 | -0.184000 | 0.816000 |  
GRB060312    |    201391    | -7.156310e-01 | -1.377970e+00 | 7.102730e-02 | 7.230340e+01 | 5.520890e+01 | 1.789910e+02 | 3.297080e-02 | 1.466020e-02 | 8.737830e-02 | 47.50 | 56 | 0.8482 | 7.834271e-01 | 50.0000 | 1 | 5.632000 | 6.632000 |  
GRB060306    |    200638    | -8.189990e-01 | -1.171750e+00 | -4.361230e-01 | 1.115340e+02 | 8.618540e+01 | 2.020780e+02 | 9.309520e-02 | 6.371960e-02 | 1.404630e-01 | 64.67 | 56 | 1.155 | 1.997976e-01 | 50.0000 | 1 | 0.184000 | 1.184000 |  
GRB060223B   |    192152    | -5.596640e-01 | -9.923180e-01 | -4.629680e-02 | 2.234270e+02 | 1.311740e+02 | 0.000000e+00 | 3.651000e-02 | 2.437050e-02 | 5.828380e-02 | 53.91 | 56 | 0.9626 | 5.545491e-01 | 50.0000 | 1 | 3.008000 | 4.008000 |  
GRB060223A   |    192059    | -1.250540e+00 | -1.778270e+00 | -2.569770e-01 | 1.085870e+02 | 2.590400e+01 | 0.000000e+00 | 1.583830e-02 | N/A | N/A | 58.18 | 56 | 1.039 | 3.950229e-01 | 50.0000 | 1 | 0.076000 | 1.076000 |  
GRB060219    |    191512    | -1.910130e+00 | N/A | N/A | 3.338940e+00 | N/A | N/A | 8.784470e-03 | N/A | N/A | 49.45 | 56 | 0.8831 | 7.192669e-01 | 50.0000 | 1 | 4.060000 | 5.060000 |  
GRB060218    |    191157    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB060211B   |    181156    | -6.060560e-01 | -1.535780e+00 | 7.860800e-01 | 8.442100e+01 | 5.368430e+01 | 0.000000e+00 | 1.581890e-02 | 0.000000e+00 | 8.168380e-02 | 40.84 | 56 | 0.7292 | 9.360799e-01 | 50.0000 | 1 | 1.836000 | 2.836000 |  
GRB060211A   |    181126    | -1.881910e+00 | -3.258730e+00 | -1.464370e+00 | 9.999190e+03 | N/A | N/A | 3.006280e-03 | N/A | N/A | 41.47 | 56 | 0.7405 | 9.263608e-01 | 50.0000 | 1 | 150.332000 | 151.332000 |  
GRB060210    |    180977    | -8.285960e-01 | -1.300180e+00 | 8.573300e-01 | 9.968390e+02 | 0.000000e+00 | 0.000000e+00 | 1.124610e-02 | 7.780730e-03 | 0.000000e+00 | 56.75 | 56 | 1.013 | 4.470575e-01 | 50.0000 | 1 | -36.316000 | -35.316000 |  
GRB060206    |    180455    | -9.086840e-01 | -1.277400e+00 | -5.050160e-01 | 8.176430e+01 | 6.710330e+01 | 1.217460e+02 | 4.870480e-02 | 3.205790e-02 | 7.698310e-02 | 56.81 | 56 | 1.014 | 4.446123e-01 | 50.0000 | 1 | 2.188000 | 3.188000 |  
GRB060204B   |    180241    | -2.241840e-01 | -1.141130e+00 | 9.448790e-01 | 6.786160e+01 | 5.317820e+01 | 1.317910e+02 | 4.833380e-02 | 0.000000e+00 | 2.008330e-01 | 56.04 | 56 | 1.001 | 4.733908e-01 | 50.0000 | 1 | 5.044000 | 6.044000 |  
GRB060203    |    180151    | 4.737870e-01 | -1.587220e+00 | 4.945530e+00 | 6.234720e+01 | 4.106600e+01 | 0.000000e+00 | 4.574080e-02 | 0.000000e+00 | 1.638080e+01 | 57.73 | 56 | 1.031 | 4.112807e-01 | 50.0000 | 1 | 25.920000 | 26.920000 |  
GRB060202    |    179968    | -1.387930e+00 | -2.021160e+00 | -6.799930e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 4.372670e-03 | 3.062710e-03 | 1.040270e-02 | 39.09 | 56 | 0.6980 | 9.582131e-01 | 50.0000 | 1 | -6.448000 | -5.448000 |  
GRB060124    |    178750    | -9.781770e-01 | -1.886140e+00 | 4.849250e-02 | 7.932760e+01 | N/A | N/A | 1.417960e-02 | N/A | N/A | 43.62 | 56 | 0.7790 | 8.857956e-01 | 50.0000 | 1 | 0.184000 | 1.184000 |  
GRB060123    |  N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB060117    |    177666    | -9.369260e-01 | -1.107450e+00 | -7.605090e-01 | 1.009140e+02 | 9.067040e+01 | 1.172820e+02 | 7.408310e-01 | 6.278210e-01 | 8.789230e-01 | 56.74 | 56 | 1.013 | 4.472638e-01 | 50.0000 | 1 | 11.144000 | 12.144000 |  
GRB060116    |    177533    | -1.024070e+00 | -2.418130e+00 | 1.017640e+00 | 1.170250e+02 | 0.000000e+00 | 0.000000e+00 | 1.564490e-02 | N/A | N/A | 40.23 | 56 | 0.7183 | 9.445749e-01 | 50.0000 | 1 | 36.396000 | 37.396000 |  
GRB060115    |    177408    | -1.276200e+00 | -1.516660e+00 | -5.927300e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 7.247200e-03 | 0.000000e+00 | 1.514300e-02 | 52.52 | 56 | 0.9378 | 6.074694e-01 | 50.0000 | 1 | 94.916000 | 95.916000 |  
GRB060111B   |    176918    | -6.452810e-01 | -1.142190e+00 | 1.227300e+00 | 5.032640e+02 | 0.000000e+00 | 0.000000e+00 | 1.425710e-02 | 1.007250e-02 | 5.904000e-02 | 62.57 | 56 | 1.117 | 2.544898e-01 | 50.0000 | 1 | 0.244000 | 1.244000 |  
GRB060111A   |    176818    | -5.223090e-01 | -1.092250e+00 | 1.394820e-01 | 8.600750e+01 | 6.703800e+01 | 1.579100e+02 | 3.959620e-02 | 2.061240e-02 | 8.452620e-02 | 46.90 | 56 | 0.8375 | 8.017045e-01 | 50.0000 | 1 | 4.312000 | 5.312000 |  
GRB060110    |    176702    | -2.565940e-01 | -8.096020e-01 | 3.790680e-01 | 8.199780e+01 | 6.750940e+01 | 1.166940e+02 | 5.568590e-02 | 2.999460e-02 | 1.130670e-01 | 56.77 | 56 | 1.014 | 4.461748e-01 | 50.0000 | 1 | 1.220000 | 2.220000 |  
GRB060109    |    176620    | -2.686480e-01 | -1.752660e+00 | 2.310590e+00 | 6.216420e+01 | 4.402630e+01 | 0.000000e+00 | 1.781820e-02 | 0.000000e+00 | 4.282190e-01 | 47.44 | 56 | 0.8472 | 7.852857e-01 | 50.0000 | 1 | 90.184000 | 91.184000 |  
GRB060108    |    176453    | -5.427940e-01 | -1.773370e+00 | 1.331990e+00 | 5.528640e+01 | 4.106040e+01 | 0.000000e+00 | 2.505910e-02 | 0.000000e+00 | 3.007640e-01 | 50.53 | 56 | 0.9023 | 6.812574e-01 | 50.0000 | 1 | 0.604000 | 1.604000 |  
GRB060105    |    175942    | -6.818370e-01 | -8.771900e-01 | -3.408480e-01 | 3.596890e+02 | 0.000000e+00 | 0.000000e+00 | 7.881090e-02 | 6.093400e-02 | 1.089540e-01 | 63.69 | 56 | 1.137 | 2.241186e-01 | 50.0000 | 1 | 30.416000 | 31.416000 |  
GRB060102    |    175603    | -6.299350e-01 | -1.177060e+00 | 3.927800e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 3.362870e-03 | 2.131540e-03 | 1.399480e-02 | 44.62 | 56 | 0.7968 | 8.630138e-01 | 50.0000 | 1 | 0.104000 | 1.104000 |  
GRB051227    |    174738    | -9.328710e-01 | -1.228310e+00 | -2.336400e-01 | 8.849890e+02 | 0.000000e+00 | 0.000000e+00 | 8.843320e-03 | 7.237130e-03 | 1.731530e-02 | 62.07 | 56 | 1.108 | 2.687830e-01 | 50.0000 | 1 | -0.004000 | 0.996000 |  
GRB051221B   |    173904    | -8.584220e-01 | -1.440150e+00 | 5.966510e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 4.947210e-03 | 3.239070e-03 | 3.258790e-02 | 56.17 | 56 | 1.003 | 4.683400e-01 | 50.0000 | 1 | 58.892000 | 59.892000 |  
GRB051221A   |    173780    | -1.199330e+00 | -1.293530e+00 | -9.906010e-01 | 6.575480e+02 | 0.000000e+00 | 0.000000e+00 | 1.096690e-01 | 9.597810e-02 | 1.346010e-01 | 66.28 | 56 | 1.184 | 1.635932e-01 | 50.0000 | 1 | -0.028000 | 0.972000 |  
GRB051213    |    172516    | -6.398680e-01 | -5.987310e+00 | 1.752240e+00 | 2.850200e+02 | N/A | N/A | 5.928530e-03 | N/A | N/A | 52.72 | 56 | 0.9415 | 5.996766e-01 | 50.0000 | 1 | 48.884000 | 49.884000 |  
GRB051210    |    171931    | -5.749660e-01 | -1.159960e+00 | 7.559770e-01 | 2.508490e+02 | 0.000000e+00 | 0.000000e+00 | 9.324360e-03 | 5.781870e-03 | 2.968040e-02 | 49.77 | 56 | 0.8888 | 7.082483e-01 | 50.0000 | 1 | 0.116000 | 1.116000 |  
GRB051117B   |    164279    | 1.182680e+00 | -1.167420e+00 | -0.000000e+00 | 6.060960e+01 | 4.646440e+01 | 1.238080e+02 | 8.095640e-02 | 0.000000e+00 | 9.871160e+02 | 83.71 | 56 | 1.495 | 9.631324e-03 | 50.0000 | 1 | 1.440000 | 2.440000 |  
GRB051117A   |    164268    | -3.272860e-01 | -1.756020e+00 | 2.298170e+00 | 3.807390e+01 | 2.485850e+01 | 5.666870e+01 | 6.420880e-02 | 0.000000e+00 | 3.387240e+00 | 46.62 | 56 | 0.8324 | 8.099460e-01 | 50.0000 | 1 | 2.624000 | 3.624000 |  
GRB051114    |    163844    | -1.152370e+00 | -1.726950e+00 | -5.724920e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 4.432100e-03 | 3.186210e-03 | 2.833460e-02 | 48.81 | 56 | 0.8717 | 7.410584e-01 | 50.0000 | 1 | 0.000000 | 1.000000 |  
GRB051113    |    163765    | -1.494030e+00 | -1.732660e+00 | -1.216560e+00 | 9.999260e+03 | 0.000000e+00 | 0.000000e+00 | 1.767200e-02 | 3.714020e-03 | 4.179190e-02 | 46.09 | 56 | 0.8231 | 8.248095e-01 | 50.0000 | 1 | 0.272000 | 1.272000 |  
GRB051111    |    163438    | -1.137600e+00 | -1.317490e+00 | -9.535350e-01 | 9.998870e+03 | 0.000000e+00 | 0.000000e+00 | 1.581170e-02 | 1.059710e-02 | 2.873630e-02 | 74.80 | 56 | 1.336 | 4.738621e-02 | 50.0000 | 1 | -3.812000 | -2.812000 |  
GRB051109B   |    163170    | -1.756200e+00 | -2.410000e+00 | -8.908140e-02 | 1.158330e+02 | N/A | N/A | 4.542130e-03 | N/A | N/A | 53.64 | 56 | 0.9579 | 5.645286e-01 | 50.0000 | 1 | 0.092000 | 1.092000 |  
