#####################################################################################
## Column descriptions:
## GRBname: GRB name.
## Trig_ID: Special ID associated with the trigger. The observation ID of the event data used in this analysis is 00"Trid_ID"000. For GRBs found in ground analysis, the ID are associated with the trigger ID of the failed event data, or the full observation ID of the event data for the analysis.
## alpha: "alpha" in the cutoff power-law model (equation below).
## alpha_low: The lower limit of "alpha" (90% confidence region).
## alpha_hi: The upper limit of "alpha" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## Epeak: "Epeak" in the cutoff power-law model (equation below).
## Epeak_low: The lower limit of "Epeak" (90% confidence region).
## Epeak_hi: The upper limit of "Epeak" (90% confidence region).
## norm: The normalization factor in the cutoff power-law model (equation below), in unit of (number of photon)/cm^2/s/keV.
## norm_low: The lower limit of "norm" (90% confidence region). 
## norm_hi: The upper limit of "norm" (90% confidence region).
## chi2: chi^2 from the fitting, reported by XSPEC.
## reduced_chi2: reduced chi^2 reported by XSPEC.
## null_prob: The null probability of the model, reported by XSPEC.
## enrom: The normalization energy in the cutoff power-law model (eaution below). "enorm" is set to 50 keV in all analyses.
## Exposure_time: The time interval of the spectrum, in unit of sec.
## Spectrum_start: The start time of the spectrum, relative to the BAT trigger time, in unit of sec.
## Spectrum_stop: The end time of the spectrum, relative to the BAT trigger time, in unit of sec. 
## Note -- Cutoff power-law (CPL) equation: f = norm*((E/enorm)^{alpha})*(exp(-E(2+alpha)/Epeak))
#####################################################################################
#####################################################################################
## GRBname | Trig_ID | alpha | alpha_low | alpha_hi | Epeak | Epeak_low | Epeak_hi | norm | norm_low | norm_hi | chi2 | dof | reduced_chi2 | null_prob | enorm | Exposure_time | Spectrum_start | Spectrum_stop | comment
GRB171020A   |    780845    | -1.160080e-01 | -1.698710e+00 | 3.839250e+00 | 8.272900e+01 | 2.335190e+01 | 0.000000e+00 | 2.294000e-02 | 0.000000e+00 | 1.282140e+00 | 73.00 | 56 | 1.303 | 6.314319e-02 | 50.0000 | 1 | 19.940000 | 20.940000 |  
GRB171027A   |    783479    | -5.066360e-01 | -9.308830e-01 | -3.611560e-02 | 1.202290e+02 | 9.113850e+01 | 2.289870e+02 | 5.387580e-02 | 3.427090e-02 | 8.852210e-02 | 34.28 | 56 | 0.6122 | 9.902392e-01 | 50.0000 | 1 | 62.264000 | 63.264000 |  
GRB171020A   |    780845    | -1.160080e-01 | -1.698710e+00 | 3.839250e+00 | 8.272900e+01 | 2.335190e+01 | 0.000000e+00 | 2.294000e-02 | 0.000000e+00 | 1.282140e+00 | 73.00 | 56 | 1.303 | 6.314319e-02 | 50.0000 | 1 | 19.940000 | 20.940000 |  
GRB171011A   |    778154    | -1.173020e+00 | -1.487170e+00 | -7.598390e-01 | 1.509640e+02 | N/A | N/A | 7.784130e-02 | N/A | N/A | 52.91 | 56 | 0.9449 | 5.924717e-01 | 50.0000 | 1 | 0.048000 | 1.048000 |  
GRB171010B   |    778019    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB171007A   |    777215    | -2.906510e-01 | -1.257500e+00 | 1.969510e+00 | 1.489280e+02 | 0.000000e+00 | 0.000000e+00 | 9.386720e-03 | 3.905910e-03 | 8.630120e-02 | 65.32 | 56 | 1.166 | 1.845628e-01 | 50.0000 | 1 | 0.452000 | 1.452000 |  
GRB171004A   |    776347    | -1.898940e+00 | -2.769290e+00 | -7.208100e-01 | 9.999360e+03 | N/A | N/A | 6.452200e-03 | N/A | N/A | 51.05 | 56 | 0.9117 | 6.621874e-01 | 50.0000 | 1 | 48.340000 | 49.340000 |  
GRB171001A   |    775553    | -1.169290e+00 | -2.282320e+00 | 3.475070e-01 | 7.762030e+01 | 4.059420e+01 | 0.000000e+00 | 1.337100e-02 | 0.000000e+00 | 8.822070e-02 | 54.10 | 56 | 0.9661 | 5.471054e-01 | 50.0000 | 1 | 31.416000 | 32.416000 |  
GRB170921A   |    773509    | -1.667920e+00 | -3.011430e+00 | -7.711840e-01 | 9.999290e+03 | N/A | N/A | 5.971610e-03 | N/A | N/A | 67.29 | 56 | 1.202 | 1.434735e-01 | 50.0000 | 1 | 2.740000 | 3.740000 |  
GRB170912B   |    772052    | -1.107980e+00 | -1.463620e+00 | -7.163770e-01 | 5.530030e+01 | 4.851360e+01 | 6.712680e+01 | 1.016350e-01 | 6.632500e-02 | 1.635990e-01 | 51.28 | 56 | 0.9158 | 6.537143e-01 | 50.0000 | 1 | -0.072000 | 0.928000 |  
GRB170912A   |    772006    | -2.488650e+00 | -2.751190e+00 | -9.426010e-01 | 1.899120e+02 | N/A | N/A | 8.947370e-03 | N/A | N/A | 45.35 | 56 | 0.8097 | 8.448628e-01 | 50.0000 | 1 | 2.484000 | 3.484000 |  
GRB170906C   |    770981    | -3.582330e-01 | -8.180310e-01 | 1.575760e-01 | 1.188370e+02 | 9.329320e+01 | 1.977790e+02 | 1.406210e-01 | 8.898850e-02 | 2.325900e-01 | 53.46 | 56 | 0.9547 | 5.715000e-01 | 50.0000 | 1 | 6.176000 | 7.176000 |  
GRB170906B   |    770958    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB170906A   |    770957    | -9.701250e-01 | -1.027220e+00 | -8.975840e-01 | 9.999340e+03 | 0.000000e+00 | 0.000000e+00 | 9.339290e-02 | 9.092020e-02 | 1.162970e-01 | 53.37 | 56 | 0.9530 | 5.751268e-01 | 50.0000 | 1 | 29.820000 | 30.820000 |  
GRB170903A   |    770528    | -1.855230e+00 | -2.558870e+00 | -1.140450e+00 | 9.999360e+03 | N/A | N/A | 2.775270e-02 | N/A | N/A | 67.43 | 56 | 1.204 | 1.409175e-01 | 50.0000 | 1 | 0.580000 | 1.580000 |  
GRB170827A   |    769567    | -1.536530e+00 | -3.795900e+00 | -2.103320e-01 | 9.999350e+03 | N/A | N/A | 3.361200e-03 | N/A | N/A | 58.16 | 56 | 1.039 | 3.957305e-01 | 50.0000 | 1 | 67.128000 | 68.128000 |  
GRB170823A   |    769177    | -1.337540e+00 | -1.609670e+00 | -8.735120e-01 | 1.551110e+02 | N/A | N/A | 3.710770e-02 | N/A | N/A | 40.29 | 56 | 0.7194 | 9.437718e-01 | 50.0000 | 1 | 21.396000 | 22.396000 |  
GRB170822A   |    768939    | -9.061740e-01 | -1.807630e+00 | 2.724430e-01 | 6.684220e+01 | 4.948870e+01 | 0.000000e+00 | 8.298130e-02 | 0.000000e+00 | 3.289700e-01 | 45.47 | 56 | 0.8120 | 8.415292e-01 | 50.0000 | 1 | 7.876000 | 8.876000 |  
GRB170813A   |    767563    | -1.101220e+00 | -1.503400e+00 | -6.632120e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 6.924620e-03 | 5.369270e-03 | 5.150160e-02 | 48.78 | 56 | 0.8710 | 7.423804e-01 | 50.0000 | 1 | 2.788000 | 3.788000 |  
GRB170810A   |    767284    | -6.406530e-01 | -8.802780e-01 | -2.964670e-01 | 9.999340e+03 | 0.000000e+00 | 0.000000e+00 | 1.057760e-02 | 9.150590e-03 | 1.601250e-02 | 87.34 | 56 | 1.560 | 4.653480e-03 | 50.0000 | 1 | 0.152000 | 1.152000 |  
GRB170807A   |    766821    | -1.379920e+00 | -2.103200e+00 | -6.952330e-01 | 2.463420e+02 | 0.000000e+00 | 0.000000e+00 | 1.344920e-02 | 7.851360e-03 | 3.021220e-02 | 60.92 | 56 | 1.088 | 3.034442e-01 | 50.0000 | 1 | 0.700000 | 1.700000 |  
GRB170804A   |    766194    | -1.972230e+00 | N/A | N/A | 1.307230e+01 | N/A | N/A | 6.541740e-03 | N/A | N/A | 77.21 | 56 | 1.379 | 3.164270e-02 | 50.0000 | 1 | 25.100000 | 26.100000 |  
GRB170803A   |    766081    | -5.644810e-01 | -8.237550e-01 | -2.891570e-01 | 1.539290e+02 | 1.206180e+02 | 2.396990e+02 | 9.766730e-02 | 7.546550e-02 | 1.282000e-01 | 54.91 | 56 | 0.9805 | 5.162968e-01 | 50.0000 | 1 | -0.116000 | 0.884000 |  
GRB170728B   |    765130    | 4.887260e-01 | -7.488390e-01 | 2.259670e+00 | 9.170610e+01 | 7.185400e+01 | 1.783240e+02 | 3.273720e-01 | 0.000000e+00 | 1.577920e+00 | 60.51 | 56 | 1.081 | 3.162605e-01 | 50.0000 | 1 | -0.092000 | 0.908000 |  
GRB170728A   |    765008    | 1.148010e+00 | -6.213380e-01 | 3.708940e+00 | 4.099980e+01 | 3.502960e+01 | 4.865380e+01 | 4.687970e-01 | 0.000000e+00 | 1.353200e+01 | 65.63 | 56 | 1.172 | 1.774627e-01 | 50.0000 | 1 | 0.200000 | 1.200000 |  
GRB170724A   |    764204    | -1.976660e+00 | N/A | N/A | 2.979690e+00 | N/A | N/A | 4.100250e-03 | N/A | N/A | 61.17 | 56 | 1.092 | 2.957853e-01 | 50.0000 | 1 | 35.916000 | 36.916000 |  
GRB170714A   |    762535    | -1.955940e+00 | N/A | N/A | 9.999360e+03 | N/A | N/A | 2.291390e-03 | N/A | N/A | 55.78 | 56 | 0.9960 | 4.833302e-01 | 50.0000 | 1 | 0.220000 | 1.220000 |  
GRB170711A   |    761622    | -1.110320e+00 | -1.433590e+00 | -7.621670e-01 | 8.986630e+01 | 7.097200e+01 | 1.623690e+02 | 6.551370e-02 | 4.546260e-02 | 9.725220e-02 | 40.88 | 56 | 0.7300 | 9.354556e-01 | 50.0000 | 1 | 0.024000 | 1.024000 |  
GRB170710B   |  00086619001 | 6.316740e-01 | -4.683120e-01 | 2.119240e+00 | 9.989670e+01 | 7.709060e+01 | 1.890490e+02 | 4.623240e-02 | 0.000000e+00 | 1.737590e-01 | 42.94 | 56 | 0.7668 | 8.999597e-01 | 50.0000 | 1 | 5.100000 | 6.100000 |  
GRB170710A   |    761119    | -8.960110e-01 | -1.492510e+00 | -1.931160e-01 | 9.999350e+03 | 0.000000e+00 | 0.000000e+00 | 8.501470e-03 | 5.668720e-03 | 7.483790e-02 | 43.26 | 56 | 0.7725 | 8.934256e-01 | 50.0000 | 1 | 0.492000 | 1.492000 |  
GRB170705A   |    760064    | -9.172610e-01 | -1.133660e+00 | -6.900120e-01 | 1.612830e+02 | 1.208720e+02 | 2.966710e+02 | 1.721090e-01 | 1.379300e-01 | 2.170880e-01 | 38.17 | 56 | 0.6815 | 9.672778e-01 | 50.0000 | 1 | 13.412000 | 14.412000 |  
GRB170629A   |    759159    | -1.333810e+00 | -1.557270e+00 | -9.315850e-01 | 9.999260e+03 | 0.000000e+00 | 0.000000e+00 | 3.414920e-02 | 0.000000e+00 | 7.763360e-02 | 63.63 | 56 | 1.136 | 2.257070e-01 | 50.0000 | 1 | 4.964000 | 5.964000 |  
GRB170626A   |    758766    | -5.740780e-01 | -7.459930e-01 | -3.956180e-01 | 1.139440e+02 | 1.017980e+02 | 1.325470e+02 | 4.129980e-01 | 3.473990e-01 | 4.941070e-01 | 45.93 | 56 | 0.8201 | 8.293732e-01 | 50.0000 | 1 | -0.064000 | 0.936000 |  
GRB170607A   |    756284    | -1.583050e+00 | -2.300460e+00 | -9.555840e-01 | 2.201140e+02 | N/A | N/A | 2.289910e-02 | N/A | N/A | 57.90 | 56 | 1.034 | 4.050259e-01 | 50.0000 | 1 | 7.604000 | 8.604000 |  
GRB170604A   |    755867    | -3.557360e-01 | -1.430970e+00 | 1.009520e+00 | 8.351740e+01 | 6.319400e+01 | 1.862970e+02 | 1.127990e-01 | 0.000000e+00 | 3.761900e-01 | 65.13 | 56 | 1.163 | 1.889588e-01 | 50.0000 | 1 | 2.636000 | 3.636000 |  
GRB170531B   |    755354    | -1.731460e+00 | -2.021510e+00 | -1.265790e+00 | 9.999360e+03 | N/A | N/A | 5.545680e-03 | N/A | N/A | 54.20 | 56 | 0.9679 | 5.431001e-01 | 50.0000 | 1 | 42.708000 | 43.708000 |  
GRB170531A   |    755343    | -9.695320e-02 | N/A | N/A | 9.999360e+03 | N/A | N/A | 3.386290e-03 | N/A | N/A | 67.87 | 56 | 1.212 | 1.328134e-01 | 50.0000 | 1 | -4.316000 | -3.316000 |  
GRB170526A   |    754549    | -1.545490e+00 | -3.501460e+00 | -4.132920e-01 | 9.999360e+03 | N/A | N/A | 3.267810e-03 | N/A | N/A | 73.70 | 56 | 1.316 | 5.655197e-02 | 50.0000 | 1 | 1.532000 | 2.532000 |  
GRB170524B   |  00753445006 | -1.054100e+00 | -1.237500e+00 | -8.379700e-01 | 9.866080e+02 | 0.000000e+00 | 0.000000e+00 | 7.422380e-02 | 6.763100e-02 | 9.077290e-02 | 43.24 | 56 | 0.7722 | 8.938183e-01 | 50.0000 | 1 | 6.700000 | 7.700000 |  
GRB170524A   |    754322    | 3.614560e-01 | -1.462260e+00 | 3.787340e+00 | 7.407130e+01 | 5.419510e+01 | 0.000000e+00 | 2.719410e-02 | 0.000000e+00 | 7.859950e-01 | 55.47 | 56 | 0.9905 | 4.949623e-01 | 50.0000 | 1 | -0.438000 | 0.562000 |  
GRB170519A   |    753445    | -1.398920e+00 | -1.749650e+00 | -1.756820e-01 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 5.611180e-03 | 4.454650e-03 | 4.801370e-02 | 60.31 | 56 | 1.077 | 3.227440e-01 | 50.0000 | 1 | 0.836000 | 1.836000 |  
GRB170516A   |    753110    | -6.663600e-01 | -1.942630e+00 | 1.605910e+00 | 2.137830e+01 | N/A | N/A | 1.342830e-01 | N/A | N/A | 71.27 | 56 | 1.273 | 8.215159e-02 | 50.0000 | 1 | 1.268000 | 2.268000 |  
GRB170428A   |    750298    | -5.885040e-01 | -8.836070e-01 | 6.355160e-02 | 3.719590e+02 | 0.000000e+00 | 0.000000e+00 | 3.075230e-02 | 2.278670e-02 | 5.768620e-02 | 51.26 | 56 | 0.9154 | 6.544868e-01 | 50.0000 | 1 | -0.200000 | 0.800000 |  
GRB170419B   |    748947    | -8.009450e-01 | -9.764690e-01 | -2.282610e-01 | 9.997640e+03 | 0.000000e+00 | 0.000000e+00 | 2.059450e-02 | 1.859820e-02 | 3.494360e-02 | 64.51 | 56 | 1.152 | 2.035585e-01 | 50.0000 | 1 | 1.984000 | 2.984000 |  
GRB170419A   |    748898    | -1.395640e+00 | -2.177680e+00 | 2.009700e-01 | 5.055470e+01 | N/A | N/A | 1.984530e-02 | N/A | N/A | 49.79 | 56 | 0.8890 | 7.077547e-01 | 50.0000 | 1 | 0.460000 | 1.460000 |  
GRB170405A   |    745797    | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB170331A   |    744791    | 1.244370e+00 | -1.526330e+00 | 7.618680e+00 | 5.027480e+01 | 3.745580e+01 | 1.098860e+02 | 3.540450e-01 | 0.000000e+00 | 2.259130e+02 | 65.64 | 56 | 1.172 | 1.773120e-01 | 50.0000 | 1 | 0.420000 | 1.420000 |  
GRB170330A   |    744773    | -5.594190e-01 | -9.678510e-01 | -1.056430e-01 | 1.832510e+02 | 1.214390e+02 | 8.671580e+02 | 6.300080e-02 | 4.241760e-02 | 9.681170e-02 | 54.33 | 56 | 0.9702 | 5.382716e-01 | 50.0000 | 1 | -134.708000 | -133.708000 |  
GRB170325A   |  00034941009 | -1.015400e+00 | -2.064250e+00 | -1.971380e+00 | 9.971750e+02 | N/A | N/A | 1.003210e-02 | N/A | N/A | 50.63 | 56 | 0.9041 | 6.775802e-01 | 50.0000 | 1 | -0.302000 | 0.698000 |  
GRB170318B   |    743086    | -8.023970e-01 | N/A | N/A | 9.892030e+02 | N/A | N/A | 1.063220e-02 | N/A | N/A | 49.03 | 56 | 0.8756 | 7.336663e-01 | 50.0000 | 1 | -0.364000 | 0.636000 |  
GRB170318A   |    743065    | 1.078460e+00 | -9.282540e-01 | 6.511290e+00 | 1.135820e+02 | 8.044580e+01 | 0.000000e+00 | 4.720590e-02 | 0.000000e+00 | 1.661670e+00 | 81.13 | 56 | 1.449 | 1.570168e-02 | 50.0000 | 1 | 1.872000 | 2.872000 |  
GRB170317A   |    742866    | -1.219750e+00 | -1.609300e+00 | -6.261840e-01 | 1.303100e+02 | 7.190180e+01 | 0.000000e+00 | 4.006990e-02 | 2.668570e-02 | 7.765430e-02 | 62.06 | 56 | 1.108 | 2.690620e-01 | 50.0000 | 1 | 1.284000 | 2.284000 |  
GRB170311A   |    741965    | -8.262230e-01 | -0.000000e+00 | 3.616990e+00 | 2.743830e+02 | 0.000000e+00 | 0.000000e+00 | 6.406320e-03 | 3.369120e-03 | 2.971380e-01 | 60.29 | 56 | 1.077 | 3.233037e-01 | 50.0000 | 1 | 1.304000 | 2.304000 |  
GRB170307A   |    741528    | -4.070430e-01 | -2.083150e+00 | 3.669820e+00 | 4.047790e+01 | 2.565740e+01 | 0.000000e+00 | 8.175160e-02 | 0.000000e+00 | 4.491450e+01 | 56.55 | 56 | 1.010 | 4.541734e-01 | 50.0000 | 1 | 69.724000 | 70.724000 |  
GRB170306A   |    741220    | -7.248260e-01 | -2.143890e+00 | 4.926480e+00 | 4.037690e+01 | N/A | N/A | 3.869160e-02 | N/A | N/A | 81.45 | 56 | 1.454 | 1.480589e-02 | 50.0000 | 1 | 1.244000 | 2.244000 |  
GRB170208B   |    737463    | -1.859980e-01 | -4.112630e-01 | 5.042610e-02 | 1.278210e+02 | 1.115110e+02 | 1.542800e+02 | 1.689850e-01 | 1.351900e-01 | 2.133630e-01 | 68.59 | 56 | 1.225 | 1.205234e-01 | 50.0000 | 1 | 0.420000 | 1.420000 |  
GRB170208A   |    737438    | -1.494500e-01 | -9.199330e-01 | 7.925510e-01 | 1.334670e+02 | 9.487450e+01 | 5.467830e+02 | 1.059720e-01 | 5.252740e-02 | 2.406900e-01 | 67.83 | 56 | 1.211 | 1.335846e-01 | 50.0000 | 1 | -0.036000 | 0.964000 |  
GRB170206B   |    737125    | -1.184310e+00 | -1.798590e+00 | -4.723440e-01 | 9.999340e+03 | 0.000000e+00 | 0.000000e+00 | 4.140750e-03 | 0.000000e+00 | 1.893200e-02 | 59.60 | 56 | 1.064 | 3.460167e-01 | 50.0000 | 1 | 2.572000 | 3.572000 |  
GRB170205A   |    736843    | -1.279460e+00 | -1.549690e+00 | -7.998030e-01 | 1.675590e+02 | 0.000000e+00 | 0.000000e+00 | 4.420490e-02 | 3.260840e-02 | 7.711300e-02 | 42.01 | 56 | 0.7501 | 9.173627e-01 | 50.0000 | 1 | -0.296000 | 0.704000 |  
GRB170203A   |    736432    | -8.873510e-01 | -2.153650e+00 | 2.101070e+00 | 5.328490e+01 | 7.816990e+00 | 0.000000e+00 | 1.849440e-02 | 0.000000e+00 | 1.258720e+00 | 45.58 | 56 | 0.8139 | 8.387034e-01 | 50.0000 | 1 | 3.704000 | 4.704000 |  
GRB170202A   |    736407    | -4.912930e-01 | -9.024260e-01 | -3.177340e-02 | 1.104490e+02 | 8.564300e+01 | 1.857730e+02 | 9.057990e-02 | 5.778170e-02 | 1.499330e-01 | 70.70 | 56 | 1.262 | 8.935313e-02 | 50.0000 | 1 | 16.044000 | 17.044000 |  
GRB170131A   |  736107 | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | N/A | 50.0000 | N/A | N/A | N/A |  
GRB170127B   |    735331    | 9.651770e-01 | -3.806980e-01 | 2.909290e+00 | 9.579940e+01 | 7.219020e+01 | 2.130380e+02 | 5.903310e-02 | 0.000000e+00 | 3.521870e-01 | 58.00 | 56 | 1.036 | 4.012907e-01 | 50.0000 | 1 | -0.156000 | 0.844000 |  
GRB170127A   |    735326    | -1.130080e+00 | -4.634680e+00 | -3.477390e-01 | 9.999360e+03 | N/A | N/A | 3.053260e-03 | N/A | N/A | 48.27 | 56 | 0.8619 | 7.591651e-01 | 50.0000 | 1 | 7.308000 | 8.308000 |  
GRB170126A   |    735188    | -1.139720e+00 | -1.804430e+00 | -8.711710e-03 | 9.294580e+01 | N/A | N/A | 9.105870e-02 | N/A | N/A | 64.93 | 56 | 1.159 | 1.934833e-01 | 50.0000 | 1 | 0.308000 | 1.308000 |  
GRB170115A   |    733103    | -7.820880e-01 | -7.906410e+00 | 8.087940e+00 | 1.077070e+02 | 0.000000e+00 | 0.000000e+00 | 4.877750e-03 | 0.000000e+00 | 3.822230e+01 | 49.42 | 56 | 0.8825 | 7.203853e-01 | 50.0000 | 1 | 4.972000 | 5.972000 |  
GRB170113A   |    732526    | -8.770580e-01 | -1.393260e+00 | 6.742090e-02 | 1.416970e+02 | 0.000000e+00 | 0.000000e+00 | 1.438870e-02 | 8.047370e-03 | 4.209020e-02 | 53.23 | 56 | 0.9506 | 5.803140e-01 | 50.0000 | 1 | 1.632000 | 2.632000 |  
GRB170112A   |    732188    | 8.031260e-01 | -1.422090e+00 | 6.790860e+00 | 7.305310e+01 | 5.057960e+01 | 0.000000e+00 | 2.701930e-02 | 0.000000e+00 | 2.550950e+00 | 42.76 | 56 | 0.7635 | 9.035627e-01 | 50.0000 | 1 | -0.472000 | 0.528000 |  
GRB170111A   |    731887    | -6.635710e-01 | -1.848840e+00 | 1.453570e+00 | 6.918770e+01 | 5.010440e+01 | 0.000000e+00 | 2.106380e-02 | 0.000000e+00 | 3.320730e-01 | 51.50 | 56 | 0.9196 | 6.458207e-01 | 50.0000 | 1 | 2.084000 | 3.084000 |  
GRB170101A   |    729293    | -1.331360e+00 | -1.538350e+00 | -1.099400e+00 | 1.950290e+02 | 1.165040e+02 | 0.000000e+00 | 5.303160e-01 | 4.276310e-01 | 6.769850e-01 | 51.19 | 56 | 0.9141 | 6.572656e-01 | 50.0000 | 1 | -0.220000 | 0.780000 |  
GRB161224A   |    728268    | -1.359110e+00 | -2.357280e+00 | 4.645510e+00 | 8.534370e+01 | 0.000000e+00 | 0.000000e+00 | 9.003490e-03 | N/A | N/A | 54.22 | 56 | 0.9682 | 5.426332e-01 | 50.0000 | 1 | 32.876000 | 33.876000 |  
GRB161220A   |    727610    | -2.180980e+00 | -3.185090e+00 | -5.965380e-01 | 2.739310e+02 | N/A | N/A | 3.392890e-03 | N/A | N/A | 73.70 | 56 | 1.316 | 5.651758e-02 | 50.0000 | 1 | 2.420000 | 3.420000 |  
GRB161219B   |    727541    | -8.518970e-01 | -1.377270e+00 | -2.476700e-01 | 6.698950e+01 | 5.519790e+01 | 1.039840e+02 | 1.086280e-01 | 5.811320e-02 | 2.248930e-01 | 84.24 | 56 | 1.504 | 8.674589e-03 | 50.0000 | 1 | 1.556000 | 2.556000 |  
GRB161218A   |    727288    | -6.044340e-02 | -2.730360e-01 | 1.627820e-01 | 1.426420e+02 | 1.246310e+02 | 1.711810e+02 | 3.527410e-01 | 2.883010e-01 | 4.352290e-01 | 51.83 | 56 | 0.9256 | 6.333080e-01 | 50.0000 | 1 | 0.268000 | 1.268000 |  
GRB161217A   |    727167    | -9.636940e-01 | N/A | N/A | 1.810910e+01 | N/A | N/A | 3.110540e-02 | N/A | N/A | 68.23 | 56 | 1.218 | 1.265387e-01 | 50.0000 | 1 | 42.644000 | 43.644000 |  
GRB161214B   |    726885    | -1.553940e+00 | -2.343550e+00 | -1.215210e+00 | 9.999300e+03 | N/A | N/A | 1.779360e-02 | N/A | N/A | 53.17 | 56 | 0.9495 | 5.826148e-01 | 50.0000 | 1 | 0.112000 | 1.112000 |  
GRB161202A   |    725036    | -5.622120e-01 | -8.964180e-01 | -1.998430e-01 | 1.269510e+02 | 9.939180e+01 | 2.061010e+02 | 9.711710e-02 | 6.869700e-02 | 1.410280e-01 | 39.10 | 56 | 0.6982 | 9.580796e-01 | 50.0000 | 1 | 2.092000 | 3.092000 |  
GRB161129A   |    724438    | -8.488060e-01 | -1.212150e+00 | -3.651130e-01 | 2.061750e+02 | 1.134810e+02 | 0.000000e+00 | 3.943380e-02 | 2.716090e-02 | 6.456350e-02 | 43.11 | 56 | 0.7698 | 8.965691e-01 | 50.0000 | 1 | 26.644000 | 27.644000 |  
GRB161117B   |    722642    | -7.668010e-01 | -1.222380e+00 | -2.521750e-01 | 3.589610e+01 | 3.197440e+01 | 3.912560e+01 | 2.184180e-01 | 1.200570e-01 | 4.334830e-01 | 37.66 | 56 | 0.6724 | 9.715954e-01 | 50.0000 | 1 | 134.084000 | 135.084000 |  
GRB161117A   |    722604    | -1.300010e+00 | -1.575220e+00 | -1.007170e+00 | 7.344090e+01 | 6.160120e+01 | 1.070400e+02 | 8.667480e-02 | 6.343140e-02 | 1.210430e-01 | 43.12 | 56 | 0.7700 | 8.962879e-01 | 50.0000 | 1 | 110.996000 | 111.996000 |  
GRB161113A   |    722063    | -1.310980e+00 | -2.043640e+00 | -5.733650e-01 | 2.261140e+02 | 0.000000e+00 | 0.000000e+00 | 1.311970e-02 | 7.789140e-03 | 3.046540e-02 | 52.38 | 56 | 0.9354 | 6.126413e-01 | 50.0000 | 1 | 15.280000 | 16.280000 |  
GRB161108A   |    721234    | 4.846200e-02 | -1.991840e+00 | 3.316130e+00 | 3.596120e+01 | 1.975710e+01 | 5.446010e+01 | 7.855540e-02 | 0.000000e+00 | 8.235170e+00 | 56.84 | 56 | 1.015 | 4.435280e-01 | 50.0000 | 1 | -1.804000 | -0.804000 |  
GRB161105A   |    720697    | -3.416570e-01 | -8.571450e-01 | 5.057900e-01 | 2.533830e+02 | 0.000000e+00 | 0.000000e+00 | 1.851050e-02 | 1.155480e-02 | 3.940180e-02 | 61.09 | 56 | 1.091 | 2.982625e-01 | 50.0000 | 1 | 0.632000 | 1.632000 |  
GRB161104A   |    720568    | -1.181920e+00 | -3.788990e+00 | 3.517890e-01 | 3.691510e+02 | 0.000000e+00 | 0.000000e+00 | 5.605890e-03 | 3.845340e-03 | 3.074840e-02 | 57.94 | 56 | 1.035 | 4.037396e-01 | 50.0000 | 1 | -0.456000 | 0.544000 |  
GRB161022A   |    718655    | 1.828480e+00 | -7.347900e-01 | 7.170650e+00 | 7.718420e+01 | 6.372810e+01 | 1.250590e+02 | 2.353550e-01 | 0.000000e+00 | 1.584180e+01 | 52.71 | 56 | 0.9413 | 6.000760e-01 | 50.0000 | 1 | 2.124000 | 3.124000 |  
GRB161017A   |    718023    | -1.140380e+00 | -1.242850e+00 | -1.025260e+00 | 9.999360e+03 | 0.000000e+00 | 0.000000e+00 | 2.424850e-02 | 2.285950e-02 | 2.901170e-02 | 55.70 | 56 | 0.9947 | 4.861066e-01 | 50.0000 | 1 | 21.256000 | 22.256000 |  
GRB161014A   |    717500    | 1.532090e+00 | -2.811080e-01 | 4.716740e+00 | 6.187340e+01 | 5.332210e+01 | 7.134930e+01 | 6.064190e-01 | 0.000000e+00 | 8.774360e+00 | 62.38 | 56 | 1.114 | 2.598710e-01 | 50.0000 | 1 | 0.100000 | 1.100000 |  
GRB161011A   |    716876    | 1.224530e+00 | -1.289380e+00 | 6.500780e+00 | 5.820090e+01 | 4.444050e+01 | 1.384610e+02 | 1.608840e-01 | 0.000000e+00 | 3.949810e+01 | 56.08 | 56 | 1.001 | 4.717360e-01 | 50.0000 | 1 | 1.368000 | 2.368000 |  
GRB161007A   |    716127    | -4.116470e-01 | -0.000000e+00 | 2.580700e+00 | 2.122290e+02 | 0.000000e+00 | 0.000000e+00 | 5.283780e-03 | 2.462160e-03 | 6.791230e-02 | 54.41 | 56 | 0.9716 | 5.352159e-01 | 50.0000 | 1 | 33.808000 | 34.808000 |  
